id,first_name,last_name,email,phone,country,city,postcode,is_active,customer_tier,total_spent,has_newsletter,created_at,updated_at
403,Kelly,Green,xsolomon@example.net,+1-371-207-2563x6694,France,Bordeaux,38818,True,new,112.01,False,2022-02-28 17:20:18,
404,Brett,Galvan,modonnell@example.net,+1-200-448-9646x528,Australia,Brisbane,9842,False,casual,1151.7,True,2021-02-04 15:25:11,
405,Jorge,Gordon,natalie21@example.com,001-886-624-1502x745,United Kingdom,Birmingham,G6 4PX,True,casual,370.66,True,2025-05-12 10:41:57,
406,Raven,Baker,zachary62@example.com,001-672-487-0320x320,United States,Boston,81939,True,new,96.7,True,2024-12-04 02:25:34,
407,Janice,Graham,wwilliams@example.net,+1-577-671-2151,Spain,Valencia,33405,True,new,100.69,True,2022-02-03 08:24:50,
408,Henry,Jackson,anna93@example.net,7892261371,Spain,Seville,31518,True,new,104.02,True,2023-08-08 16:48:59,
409,Justin,Zavala,longbrittany@example.org,720-417-7749x05097,France,Paris,51053,True,vip,48854.33,False,2023-02-04 20:08:55,
410,Jason,Williams,marcus01@example.net,+1-861-864-2361x032,Canada,Calgary,T7P 4V8,True,new,26.37,False,2021-12-05 03:08:58,
411,Justin,Goodwin,davidhenry@example.com,001-649-825-1583x776,Germany,Hamburg,92132,True,new,109.11,False,2021-08-26 13:26:53,
412,Christopher,Henderson,christina66@example.org,3856732788,Netherlands,Eindhoven,4485 BU,True,loyal,6119.49,False,2023-03-21 16:57:40,
413,Taylor,Miller,ievans@example.net,838-864-9081x0818,Germany,Cologne,48141,True,new,69.71,False,2022-02-20 22:54:36,
414,Cody,Guerrero,michael91@example.net,6177226016,France,Bordeaux,28398,True,casual,402.52,True,2024-10-18 08:36:29,
415,Brenda,Gibson,qhanson@example.com,(232)219-4168,Spain,Valencia,12648,True,new,114.22,True,2022-11-11 20:20:08,
416,Randall,Smith,zstevens@example.net,001-597-349-9564x122,Canada,Calgary,V7B 0N1,True,casual,1686.26,True,2023-04-30 17:17:18,
417,Lisa,Horton,micheleclark@example.net,(936)883-1472,Canada,Ottawa,C8L 6K8,True,casual,770.51,False,2024-06-14 21:47:16,
418,Andrew,Martin,joannewallace@example.com,807.893.3496x0501,France,Toulouse,31706,True,casual,246.47,False,2022-12-16 13:21:17,
419,Melinda,Mclaughlin,benjamin67@example.net,001-797-330-8069,United Kingdom,Bristol,H7 6DS,True,new,71.85,False,2025-01-27 15:00:27,
420,Joseph,Wong,nwilson@example.net,(576)702-4375x738,France,Bordeaux,87640,True,new,20.21,False,2022-05-16 14:39:34,
421,Sandra,Castaneda,sanderson@example.net,001-466-557-2934x172,France,Bordeaux,63143,True,new,131.78,False,2021-02-27 20:24:37,
422,Eric,Vasquez,fhahn@example.com,438.200.5452,Spain,Seville,21178,True,new,124.55,False,2022-11-13 12:57:04,
423,Lindsay,Morgan,williamsondavid@example.org,945.350.8428x9107,Australia,Melbourne,7932,True,new,138.35,False,2023-12-01 15:25:19,
424,Theresa,Harrington,colonbobby@example.org,(313)452-4787,United States,Los Angeles,78512,True,new,102.66,False,2025-04-16 23:46:18,
425,Deborah,Cook,davidharris@example.com,001-403-875-4821x456,United States,Boston,79655,True,loyal,7895.26,True,2025-04-13 18:56:45,
426,Kristin,Taylor,agutierrez@example.com,,United States,Boston,98940,True,new,78.31,False,2024-09-02 14:44:06,
427,Stephanie,Black,sherry72@example.org,001-481-215-5626x060,Spain,Seville,32971,True,new,63.82,True,2021-10-31 14:18:03,
428,Tiffany,Whitney,robert84@example.net,,Netherlands,The Hague,4096 AZ,True,new,86.7,True,2021-01-23 02:27:51,
429,Julia,Blankenship,wilcoxrachel@example.net,(867)538-9975,Canada,Calgary,P1G 6L4,True,casual,1172.87,False,2024-08-08 23:02:17,
430,Nicole,Miller,peter28@example.net,631-588-4852x0089,Spain,Barcelona,34262,True,new,38.07,False,2025-02-11 23:46:19,
431,Marilyn,Torres,hbenitez@example.net,6542851017,United Kingdom,Bristol,H8 3DG,True,casual,861.07,True,2025-04-29 08:50:31,
432,Shawn,Bird,michaelmitchell@example.net,001-526-783-1589,France,Toulouse,93345,True,casual,1628.3,False,2021-01-17 10:29:53,
433,Shawn,Thomas,fpoole@example.org,8628737158,Australia,Melbourne,5037,True,new,91.35,False,2021-09-06 16:11:43,
434,Monica,Silva,sbarajas@example.com,001-962-928-2772x881,Australia,Adelaide,2470,True,casual,1316.55,True,2022-06-29 13:09:44,
435,Antonio,Moore,sandra19@example.com,715-694-0821,Australia,Melbourne,2275,True,loyal,5884.42,True,2025-05-06 05:12:24,
436,Vickie,Turner,jjohnson@example.org,001-360-744-3270,United States,Los Angeles,21382,True,new,116.95,False,2023-05-08 07:20:39,
437,Carlos,Williams,kberry@example.com,867-892-2877x72519,United Kingdom,London,U5 9VM,True,new,144.49,True,2023-12-16 13:37:13,
438,Jesse,Foster,rubiopamela@example.net,212-509-4818x139,United States,Chicago,32942,True,loyal,5803.02,True,2024-06-18 22:09:28,
439,Karen,Shaw,martinezsharon@example.org,7438397189,Australia,Adelaide,8661,True,new,104.13,False,2023-02-17 03:54:04,
440,Brianna,Henry,morganhenry@example.org,456.641.1182x42241,Spain,Seville,48458,True,casual,1015.74,True,2021-03-26 23:24:57,
441,Stephanie,Gregory,mendezmark@example.org,001-204-561-5265x461,Germany,Hamburg,64057,True,new,77.48,True,2024-01-03 00:45:57,
442,John,Harper,trevorgoodwin@example.com,240-857-8617,Canada,Toronto,Y2V 5P3,True,new,27.42,False,2023-04-16 23:44:41,
443,Cynthia,Mcintyre,adamstabitha@example.net,538-424-9671,Germany,Stuttgart,41726,True,casual,492.88,True,2023-04-05 14:03:33,
444,Nathaniel,Galloway,amandahenderson@example.net,600.879.4200x749,United Kingdom,London,C8 1UB,True,new,55.68,False,2025-02-07 10:18:15,
445,Yvette,Kirby,brendadixon@example.org,(689)814-1612,Australia,Perth,3498,True,casual,632.51,True,2025-05-08 00:53:11,
446,Jason,Wagner,nicole54@example.net,943.255.3795x020,Spain,Bilbao,12134,True,casual,759.85,False,2025-04-11 03:16:02,
447,Rachel,Chambers,speters@example.net,868.411.8071x5695,Spain,Valencia,10551,True,new,101.12,False,2021-02-06 17:21:41,
448,Mary,Cain,martinezmitchell@example.org,903.704.5319x433,France,Bordeaux,44452,True,loyal,3789.97,False,2023-01-07 18:22:37,
449,Benjamin,Vasquez,adrianjoyce@example.net,(314)498-7283x9992,Netherlands,The Hague,6981 NJ,True,new,26.98,True,2024-11-01 08:47:23,
450,Julie,Anderson,nicoledaniel@example.com,208.794.8706,Australia,Melbourne,6549,True,new,128.45,True,2024-09-04 20:33:56,
451,Ryan,Carney,david87@example.com,(580)730-4687x506,United States,Los Angeles,65249,True,new,20.17,False,2025-04-02 04:42:51,
452,Christopher,Armstrong,mooneyjeremiah@example.net,(713)632-5411x07609,Spain,Valencia,26447,True,new,59.76,False,2021-05-29 05:27:48,
453,John,Wells,marissa58@example.org,299-271-7911,United Kingdom,Glasgow,L5 6MU,True,new,51.62,False,2023-03-12 16:36:36,
454,Nicholas,Wu,pattonbryan@example.com,6498611080,France,Marseille,56544,True,casual,1379.07,True,2023-10-08 00:29:19,
455,Richard,Williamson,mhall@example.net,+1-707-567-6991x507,Australia,Perth,7174,True,new,130.24,False,2022-03-27 00:40:28,
456,Daniel,Smith,watkinsmary@example.net,(584)456-7972,Netherlands,Amsterdam,2296 FL,True,casual,695.62,False,2022-12-11 01:09:46,
457,Laura,Brown,breanna85@example.com,,Spain,Valencia,48464,True,new,62.1,True,2024-10-30 23:57:20,
458,Brandy,Weaver,dylanparker@example.com,550-589-2038x8065,United Kingdom,Manchester,F7 2DC,True,casual,1142.02,True,2025-01-10 03:17:24,
459,Danielle,Harris,petersonelizabeth@example.net,001-379-959-9594x652,Australia,Adelaide,3272,True,new,98.22,False,2021-09-19 22:42:12,
460,Nancy,Lozano,arobinson@example.net,537.893.3756,France,Lyon,79041,True,new,4.29,False,2022-06-15 01:27:13,
461,Jack,Fritz,alejandro50@example.net,524-573-9500,Australia,Adelaide,5644,True,new,145.43,False,2022-02-24 18:53:51,
462,Justin,Robinson,jennifer58@example.org,(330)724-1026,Netherlands,Eindhoven,9745 KM,True,casual,1125.37,False,2025-02-05 10:33:08,
463,Sharon,Torres,mikewatson@example.org,,Australia,Sydney,2000,True,new,51.58,False,2022-02-28 11:17:54,
464,Shelley,Rowland,ejohns@example.org,(823)538-6559,Spain,Valencia,10598,True,loyal,8282.7,True,2024-08-30 07:34:59,
465,Samantha,Hines,melissaphillips@example.org,830-742-8973x17912,Netherlands,Utrecht,5094 FZ,True,new,124.26,True,2024-04-25 19:52:22,
466,Victor,Marshall,jennifer87@example.net,574.696.9033x3736,Australia,Brisbane,7312,True,new,61.94,False,2023-04-16 04:49:22,
467,Ronald,Bennett,selenabrooks@example.net,,Spain,Valencia,50812,True,casual,456.8,True,2025-03-09 13:52:55,
468,Christopher,Walton,sean53@example.net,8787956776,United Kingdom,Birmingham,J3 8AH,True,new,22.6,False,2021-10-08 05:34:29,
469,Linda,Stewart,cjohnson@example.org,315-314-8881x431,Canada,Calgary,B5C 2B4,True,casual,235.63,True,2024-05-04 05:05:18,
470,Michael,Payne,james54@example.com,001-243-992-8404x456,United States,New York,42631,True,loyal,8055.42,True,2024-04-10 12:36:38,
471,Destiny,Hays,michelleperez@example.net,001-837-838-9877x515,United Kingdom,Edinburgh,Y4 8NY,True,new,140.43,True,2023-08-28 16:33:39,
472,Jason,Cole,brooksbarbara@example.org,207-255-3666x8459,United Kingdom,Birmingham,S5 4MB,False,new,145.99,True,2022-11-08 15:28:07,
473,Sandra,Hernandez,ashley99@example.net,(663)361-8637x1597,United Kingdom,Glasgow,H1 1VS,True,casual,805.66,True,2022-04-27 13:02:13,
474,George,Leonard,antoniobarker@example.com,3239164334,United States,New York,56598,True,casual,1432.52,False,2022-04-24 04:59:25,
475,Brian,Stone,markbrowning@example.com,(412)586-7163,Canada,Calgary,J0R 5G4,True,vip,33235.71,True,2021-05-03 16:28:45,
476,Kyle,Meyers,kmoore@example.com,001-338-874-3027,France,Bordeaux,55569,True,new,109.86,True,2023-10-03 15:23:43,
477,Cassidy,Wright,renee77@example.com,001-401-847-5469,United Kingdom,Edinburgh,E8 5JU,True,casual,962.75,False,2024-02-15 13:54:26,
478,John,Yoder,qellis@example.org,001-991-860-3248x413,Canada,Ottawa,K5C 8R3,True,loyal,8008.74,True,2025-03-26 19:57:14,
479,Victoria,Tran,charles18@example.com,(572)843-8070x17656,United Kingdom,Edinburgh,Y2 1EF,True,new,30.31,False,2021-04-08 03:56:24,
480,Benjamin,King,markgoodman@example.com,311.483.7274x220,Spain,Bilbao,50892,False,loyal,1917.23,True,2023-03-07 04:09:36,
481,Kelly,Nichols,qjackson@example.org,+1-842-675-2308x3708,Spain,Madrid,40674,True,loyal,4567.87,False,2021-07-08 14:08:02,
482,Scott,George,bartonkatie@example.org,(333)410-6005x313,United States,Boston,90862,True,casual,1105.14,False,2023-04-06 20:39:01,
483,Jennifer,Williams,ochoamarcus@example.net,393.786.6133,United Kingdom,London,H9 7GG,True,new,85.5,False,2023-02-12 21:06:56,
484,Marcus,Smith,alexander37@example.org,949-350-1364,Canada,Calgary,S1H 2Y6,True,casual,741.27,True,2025-04-18 00:37:17,
485,Jennifer,Moody,johnathandavis@example.com,+1-862-552-5715x0997,Canada,Ottawa,N5S 6N9,True,new,84.47,True,2023-01-18 21:34:29,
486,Wesley,Bush,hallchristina@example.org,836-539-1025x7432,Spain,Seville,36023,True,new,108.95,False,2021-01-01 14:35:13,
487,Dawn,Young,vstevenson@example.org,250-586-4035x533,Australia,Sydney,4460,True,vip,19170.79,True,2022-11-21 09:04:18,
488,Laurie,Horton,cathyjames@example.com,(570)417-1302,France,Paris,14946,True,loyal,4523.07,True,2024-12-01 07:39:39,
489,Christopher,Watkins,joelmiller@example.net,942.533.6293x449,Australia,Sydney,6673,True,new,85.36,True,2024-05-27 03:07:04,
490,Joseph,Harrington,tapiamichael@example.com,(277)868-9627,Spain,Bilbao,16249,True,new,5.61,False,2023-07-23 06:56:40,
491,Ronald,Miller,brooke28@example.net,(946)374-7468,Canada,Montreal,S6E 3A6,True,loyal,4090.66,True,2021-06-18 04:04:21,
492,Mathew,Espinoza,ericlopez@example.org,357.866.6567x49160,Germany,Munich,16621,True,new,145.66,False,2024-05-05 15:27:26,
493,Sarah,Martin,xkrueger@example.net,(287)450-6633x705,Netherlands,Rotterdam,3165 LC,True,new,85.72,True,2025-01-18 10:17:40,
494,Jose,Gibson,jonathanguzman@example.net,(501)816-6918,France,Lyon,73035,True,new,73.18,False,2022-09-08 12:02:32,
495,Gabriel,Simmons,vincent86@example.net,961-219-5243x6402,Germany,Munich,19390,True,casual,1575.87,True,2023-04-08 05:34:02,
496,Collin,Ayala,pwarren@example.com,001-562-425-2237x281,Netherlands,The Hague,6706 GL,True,casual,1228.37,True,2023-12-07 09:38:21,
497,James,Brady,jordanbarrera@example.com,291.521.4161x415,Spain,Bilbao,19556,True,casual,185.27,False,2024-09-30 11:20:00,
498,Timothy,Chambers,smithjoseph@example.org,+1-890-713-8069x8477,United Kingdom,London,B4 3KA,False,casual,1418.21,True,2023-12-03 12:10:07,
499,Nathan,Wu,lisa56@example.com,+1-605-551-0762x091,Germany,Munich,81620,True,new,82.32,False,2023-03-15 14:56:18,
500,Miguel,Montgomery,qrobertson@example.org,9508505739,Netherlands,Eindhoven,9631 BJ,True,casual,214.21,True,2022-06-14 03:57:12,
